"qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","top_perc","diff","taxonomic_level","taxon"
"ASV45","Orcinus orca","Orcinus","Delphinidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Orcinus orca"
"ASV46","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV47","Pusa hispida","Pusa","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",100,100,0,"species","Pusa hispida"
"ASV474","Phocoena phocoena","Phocoena","Phocoenidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Phocoena phocoena"
"ASV476","Phocoena phocoena","Phocoena","Phocoenidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Phocoena phocoena"
"ASV479","Megaptera novaeangliae","Megaptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Megaptera novaeangliae"
"ASV48","Aethia cristatella","Aethia","Alcidae","Charadriiformes","Aves","Chordata","Eukaryota",100,100,0,"species","Aethia cristatella"
"ASV481","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV491","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV493","Phocoena phocoena","Phocoena","Phocoenidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Phocoena phocoena"
"ASV495","Pusa hispida","Pusa","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",99.379,99.379,0,"species","Pusa hispida"
"ASV497","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV498","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV502","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",98.78,98.78,0,"species","Homo sapiens"
"ASV507","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Sus scrofa"
"ASV512","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",99.39,99.39,0,"species","Homo sapiens"
"ASV54","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV541","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",99.39,99.39,0,"species","Homo sapiens"
"ASV550","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV56","Pusa hispida","Pusa","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",100,100,0,"species","Pusa hispida"
"ASV566","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Homo sapiens"
"ASV575","Erignathus barbatus","Erignathus","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",99.379,99.379,0,"species","Erignathus barbatus"
"ASV582","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV587","Erignathus barbatus","Erignathus","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",99.379,99.379,0,"species","Erignathus barbatus"
"ASV590","Ardenna tenuirostris","Ardenna","Procellariidae","Procellariiformes","Aves","Chordata","Eukaryota",100,100,0,"species","Ardenna tenuirostris"
"ASV594","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Homo sapiens"
"ASV615","Phocoena phocoena","Phocoena","Phocoenidae","Artiodactyla","Mammalia","Chordata","Eukaryota",98.773,98.773,0,"species","Phocoena phocoena"
"ASV619","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",99.379,99.379,0,"species","Odobenus rosmarus"
"ASV621","Phocoena phocoena","Phocoena","Phocoenidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Phocoena phocoena"
"ASV622","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Sus scrofa"
"ASV623","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",99.39,99.39,0,"species","Homo sapiens"
"ASV627","Lamna ditropis","Lamna","Alopiidae","Lamniformes","Chondrichthyes","Chordata","Eukaryota",100,100,0,"species","Lamna ditropis"
