"qseqid","species","genus","family","order","class","phylum","kingdom","seq_percID","top_perc","diff","taxonomic_level","taxon"
"ASV635","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV64","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Sus scrofa"
"ASV673","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV68","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV684","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",98.125,98.125,0,"species","Homo sapiens"
"ASV72","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV723","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV756","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",97.516,97.516,0,"species","Homo sapiens"
"ASV766","Asterias amurensis","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Eukaryota",99.379,99.379,0,"species","Asterias amurensis"
"ASV771","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV782","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",99.383,99.383,0,"species","Canis lupus"
"ASV794","Asterias amurensis","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Eukaryota",99.379,99.379,0,"species","Asterias amurensis"
"ASV809","Orcinus orca","Orcinus","Delphinidae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.39,99.39,0,"species","Orcinus orca"
"ASV813","Balaenoptera physalus","Balaenoptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",99.387,99.387,0,"species","Balaenoptera physalus"
"ASV823","Asterias amurensis","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Eukaryota",100,100,0,"species","Asterias amurensis"
"ASV828","Asterias amurensis","Asterias","Asteriidae","Forcipulatida","Asteroidea","Echinodermata","Eukaryota",99.379,99.379,0,"species","Asterias amurensis"
"ASV830","Erignathus barbatus","Erignathus","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",99.379,99.379,0,"species","Erignathus barbatus"
"ASV833","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",98.773,98.773,0,"species","Homo sapiens"
"ASV834","Erignathus barbatus","Erignathus","Phocidae","Carnivora","Mammalia","Chordata","Eukaryota",99.379,99.379,0,"species","Erignathus barbatus"
"ASV854","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV86","Megaptera novaeangliae","Megaptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Megaptera novaeangliae"
"ASV871","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",100,100,0,"species","Homo sapiens"
"ASV875","Odobenus rosmarus","Odobenus","Odobenidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Odobenus rosmarus"
"ASV88","Callorhinus ursinus","Callorhinus","Otariidae","Carnivora","Mammalia","Chordata","Eukaryota",98.758,98.758,0,"species","Callorhinus ursinus"
"ASV89","Balaenoptera acutorostrata","Balaenoptera","Balaenopteridae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Balaenoptera acutorostrata"
"ASV97","Sus scrofa","Sus","Suidae","Artiodactyla","Mammalia","Chordata","Eukaryota",100,100,0,"species","Sus scrofa"
"ASV1","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV9","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV14","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV27","Eschrichtius robustus","Eschrichtius","Eschrichtiidae","Artiodactyla","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Eschrichtius robustus"
"ASV43","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV65","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV90","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV93","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV99","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV100","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV106","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV116","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV140","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV149","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV153","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV167","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV185","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV191","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV195","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV202","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV212","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV218","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV221","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV237","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV241","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV259","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV271","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV272","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV274","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV279","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV281","Eschrichtius robustus","Eschrichtius","Eschrichtiidae","Artiodactyla","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Eschrichtius robustus"
"ASV284","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV298","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV307","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV315","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV318","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV331","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV339","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV343","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV353","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV355","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV358","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV360","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV363","Aethia psittacula","Aethia","Alcidae","Charadriiformes","Aves","Chordata","Eukaryota",NA,NA,NA,"species","Aethia psittacula"
"ASV364","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV390","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV394","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV409","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV410","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV424","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV431","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV432","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV441","Histrionicus histrionicus","Histrionicus","Anatidae","Anseriformes","Aves","Chordata","Eukaryota",NA,NA,NA,"species","Histrionicus histrionicus"
"ASV444","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV451","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV455","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV457","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV469","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV480","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV501","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV504","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV508","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV515","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV523","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV529","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV543","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV544","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV547","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV555","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV574","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV576","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV578","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV589","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV598","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV602","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV607","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV646","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV676","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV695","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV696","Eschrichtius robustus","Eschrichtius","Eschrichtiidae","Artiodactyla","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Eschrichtius robustus"
"ASV722","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV740","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV754","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV781","Aethia psittacula","Aethia","Alcidae","Charadriiformes","Aves","Chordata","Eukaryota",NA,NA,NA,"species","Aethia psittacula"
"ASV795","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV797","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV855","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV868","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV869","Homo sapiens","Homo","Hominidae","Primates","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Homo sapiens"
"ASV874","Canis lupus","Canis","Canidae","Carnivora","Mammalia","Chordata","Eukaryota",NA,NA,NA,"species","Canis lupus"
"ASV194","Chrysolophus pictus","Chrysolophus","Phasianidae","Galliformes","Aves","Chordata","Eukaryota",100,100,0,"family","Phasianidae"
"ASV194","Gallus gallus","Gallus","Phasianidae","Galliformes","Aves","Chordata","Eukaryota",100,100,0,"family","Phasianidae"
"ASV194","Gallus sonneratii","Gallus","Phasianidae","Galliformes","Aves","Chordata","Eukaryota",100,100,0,"family","Phasianidae"
"ASV654","Entosphenus lethophagus","Entosphenus","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",98.246,98.246,0,"family","Petromyzontidae"
"ASV654","Entosphenus minimus","Entosphenus","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",98.246,98.246,0,"family","Petromyzontidae"
"ASV654","Entosphenus similis","Entosphenus","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",98.246,98.246,0,"family","Petromyzontidae"
"ASV654","Entosphenus tridentatus","Entosphenus","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",98.246,98.246,0,"family","Petromyzontidae"
"ASV654","Lampetra ayresii","Lampetra","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",98.246,98.246,0,"family","Petromyzontidae"
"ASV654","Lampetra richardsoni","Lampetra","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",98.246,98.246,0,"family","Petromyzontidae"
"ASV654","Eudontomyzon mariae","Eudontomyzon","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",97.661,98.246,0.584999999999994,"family","Petromyzontidae"
"ASV654","Lampetra aepyptera","Lampetra","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",97.661,98.246,0.584999999999994,"family","Petromyzontidae"
"ASV654","Lampetra auremensis","Lampetra","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",97.661,98.246,0.584999999999994,"family","Petromyzontidae"
"ASV654","Lampetra fluviatilis","Lampetra","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",97.661,98.246,0.584999999999994,"family","Petromyzontidae"
"ASV654","Lampetra planeri","Lampetra","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",97.661,98.246,0.584999999999994,"family","Petromyzontidae"
"ASV654","Lethenteron reissneri","Lethenteron","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Eukaryota",97.661,98.246,0.584999999999994,"family","Petromyzontidae"
"ASV105","Leptoclinus maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV105","Lumpenus fabricii","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV126","Xiphister atropurpureus","Xiphister","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.765,98.765,0,"family","Stichaeidae"
"ASV126","Xiphister mucosus","Xiphister","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.765,98.765,0,"family","Stichaeidae"
"ASV126","Leptoclinus maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",98.137,98.765,0.628,"family","Stichaeidae"
"ASV127","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.773,98.773,0,"family","Gadidae"
"ASV127","Arctogadus glacialis","Arctogadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.16,98.773,0.613,"family","Gadidae"
"ASV127","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.16,98.773,0.613,"family","Gadidae"
"ASV139","Liopsetta glacialis","Liopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV139","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV139","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV165","Boreogadus saida","Boreogadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Gadidae"
"ASV165","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Gadidae"
"ASV189","Liopsetta glacialis","Liopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV189","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV189","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV213","Eumesogrammus praecisus","Eumesogrammus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Stichaeidae"
"ASV213","Opisthocentrus ocellatus","Opisthocentrus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Stichaeidae"
"ASV230","Chesnonia verrucosa","Chesnonia","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Agonidae"
"ASV230","Occella dodecaedron","Occella","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.371,99.383,0.0120000000000005,"family","Agonidae"
"ASV234","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.773,98.773,0,"family","Gadidae"
"ASV234","Arctogadus glacialis","Arctogadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.16,98.773,0.613,"family","Gadidae"
"ASV234","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.16,98.773,0.613,"family","Gadidae"
"ASV255","Chesnonia verrucosa","Chesnonia","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Agonidae"
"ASV255","Occella dodecaedron","Occella","Agonidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Agonidae"
"ASV288","Gadus chalcogrammus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.773,98.773,0,"family","Gadidae"
"ASV288","Arctogadus glacialis","Arctogadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.16,98.773,0.613,"family","Gadidae"
"ASV288","Gadus macrocephalus","Gadus","Gadidae","Gadiformes","Actinopteri","Chordata","Eukaryota",98.16,98.773,0.613,"family","Gadidae"
"ASV3","Leptoclinus maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Stichaeidae"
"ASV3","Lumpenus fabricii","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Stichaeidae"
"ASV326","Liopsetta glacialis","Liopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV326","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV326","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Pleuronectidae"
"ASV328","Leptoclinus maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV328","Lumpenus fabricii","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV37","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Pleuronectidae"
"ASV37","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Pleuronectidae"
"ASV37","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Pleuronectidae"
"ASV393","Liopsetta glacialis","Liopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.914,96.914,0,"family","Pleuronectidae"
"ASV393","Platichthys flesus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.914,96.914,0,"family","Pleuronectidae"
"ASV393","Platichthys stellatus","Platichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.914,96.914,0,"family","Pleuronectidae"
"ASV393","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.319,96.914,0.594999999999999,"family","Pleuronectidae"
"ASV393","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.296,96.914,0.617999999999995,"family","Pleuronectidae"
"ASV393","Isopsetta isolepis","Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.296,96.914,0.617999999999995,"family","Pleuronectidae"
"ASV393","Myzopsetta proboscidea","Myzopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.296,96.914,0.617999999999995,"family","Pleuronectidae"
"ASV393","Parophrys vetulus","Parophrys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.296,96.914,0.617999999999995,"family","Pleuronectidae"
"ASV393","Pleuronectes quadrituberculatus","Pleuronectes","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.296,96.914,0.617999999999995,"family","Pleuronectidae"
"ASV393","Psettichthys melanostictus","Psettichthys","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.296,96.914,0.617999999999995,"family","Pleuronectidae"
"ASV393","Glyptocephalus zachirus","Glyptocephalus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.226,96.914,0.688000000000002,"family","Pleuronectidae"
"ASV393","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",96.226,96.914,0.688000000000002,"family","Pleuronectidae"
"ASV40","Hippoglossoides elassodon","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Pleuronectidae"
"ASV40","Hippoglossoides robustus","Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Pleuronectidae"
"ASV40","Limanda aspera","Limanda","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Eukaryota",100,100,0,"family","Pleuronectidae"
"ASV406","Leptoclinus maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV406","Lumpenus fabricii","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV429","Leptoclinus maculatus","Leptoclinus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
"ASV429","Lumpenus fabricii","Lumpenus","Stichaeidae","Perciformes","Actinopteri","Chordata","Eukaryota",99.383,99.383,0,"family","Stichaeidae"
